Date,Open,High,Low,Close,Volume,Market Cap
09-10-2021,0.00242461554353,0.0024476192479335255,0.0024076354442498097,0.0024197728764999895,1755.01,0
08-10-2021,0.0024464102812772484,0.00248904825526,0.0024103497099520815,0.00242542349057,0,0
07-10-2021,0.002459701200521679,0.0025280047553850184,0.0023912427303551718,0.0024494071798393646,1598.6,0
06-10-2021,0.0025522371888052364,0.002563633864207392,0.0024160934940396783,0.002458221284741125,10492.94,0
05-10-2021,0.00249961388318,0.002570565908980522,0.0024585964964200877,0.002556548893293305,28783.1,0
04-10-2021,0.002521932949933538,0.0025266697269499907,0.00243545492351,0.00249899348704,0,0
03-10-2021,0.002502780447239663,0.0025737614729014783,0.0024799070254059724,0.0025208119692780116,117.86,0
02-10-2021,0.0024370648458358255,0.0025485674080741095,0.0024055726166536504,0.0025064290545963688,1128.47,0
01-10-2021,0.0022182289031563323,0.00272417317955,0.0022171153434046233,0.002436889329093543,656.28,0
30-09-2021,0.0021208386708844672,0.002244615072103692,0.0021138384244574677,0.0022182035079348064,1590.64,0
29-09-2021,0.0021720827683766103,0.0022290398306635856,0.0020896560412524607,0.0021232417710990827,5639.69,0
28-09-2021,0.00228607170324,0.00230719538496,0.0021702823903121137,0.002174848084360305,417.16,0
27-09-2021,0.00245692597766,0.00264151632045,0.00228589549918,0.00228589549918,5990.41,0
26-09-2021,0.00236116290629,0.00249907087997,0.00221845124299,0.00245834766142,31.18,0
25-09-2021,0.00243988579693,0.00245750614872,0.00229393659723,0.0023616112531,6214.42,0
24-09-2021,0.00281152878242,0.00281846137169,0.00238036298047,0.00243905444934,13931.91,0
23-09-2021,0.00278463001448,0.0028519787573,0.00273127185924,0.00281121346209,3614.86,0
22-09-2021,0.00246712510398,0.00278768086827,0.00246670611131,0.00278768086827,4390.65,0
21-09-2021,0.00279209270622,0.00279308846248,0.00243821494439,0.00246713948506,16649.93,0
20-09-2021,0.00332050261748,0.00332587878168,0.00277864527798,0.00279464610273,18030.4,0
19-09-2021,0.00348634464186,0.00351215607634,0.0033006261147,0.00332032272655,3683.55,0
18-09-2021,0.00372340104653,0.00384872719879,0.00345706506527,0.00348469984478,26084.85,0
17-09-2021,0.00396047719922,0.00398259205153,0.00366599329919,0.00372102673277,7100.04,0
16-09-2021,0.00401176958895,0.00408634796886,0.00389125285613,0.00396349700193,4234.7,0
15-09-2021,0.00381720939236,0.00401500749729,0.00375665924738,0.00401043490392,14585.71,0
14-09-2021,0.00395752218878,0.00408007428045,0.00374657005483,0.00381618382902,27669.16,0
13-09-2021,0.00469872,0.00473526,0.00394034656987,0.00395737651376,48904.73,0
12-09-2021,0.00469474,0.00494432,0.00459573,0.00469951,11548.09,0
11-09-2021,0.0049523,0.00509885,0.00460497,0.00469623,35883.47,0
10-09-2021,0.00545935,0.00557859,0.0048977,0.00495172,8110.3,0
09-09-2021,0.00581224,0.00614945,0.00545964,0.00545964,61505.8,0
08-09-2021,0.00607481,0.00622635,0.00534691,0.00586943,96957.07,0
07-09-2021,0.00632711,0.00673491,0.00589271,0.00606946,130009.7,0
06-09-2021,0.00794413,0.00836305,0.00629118,0.00632868,186999.29,0
05-09-2021,0.00736954,0.01014091,0.00706953,0.00794298,840154.94,0
04-09-2021,0.01338529,0.01393866,0.00724238,0.00736665,920159.36,0
03-09-2021,0.00593053,0.01835877,0.00581993,0.01336213,4174658.98,0
02-09-2021,0.00718263,0.00722823,0.00554771,0.00593179,112935.5,0
01-09-2021,0.00624201,0.00718854,0.00622593,0.0071793,31213.13,0
31-08-2021,0.00861989,0.00867745,0.00579262,0.00624436,375262.07,0
30-08-2021,0.00723385,0.00998628,0.00665466,0.00862418,271270.35,0
29-08-2021,0.01075857,0.01076748,0.00723511,0.00724154,341073.44,0
28-08-2021,0.00931806,0.0124404,0.00928089,0.01074471,625872.68,0
27-08-2021,0.01260426,0.0126142,0.00831267,0.00931806,1269716.11,0
26-08-2021,0.02642886,0.02642886,0.01034341,0.01258328,12183486.24,0
